Iteration, Time, Fitness, Final Distance, Final Speed, Final Angular Speed, Final Yaw, Final Pitch, Final Roll
216, 10828.3, 0.4416316, 1.519916, 2.122975, 0.06646889, 0.003457, 0.2032375, 0.1773712
217, 10878.2, 0.4376341, 1.560724, 2.318724, 0.102796, 0.002067322, 0.2081124, 0.1335182
218, 10928.1, 0.4464183, 1.239207, 1.431903, 0.03081634, 0.003032357, 0.2025103, 0.20363
219, 10978, 0.4436543, 1.237716, 2.089314, 0.06065345, 0.003604586, 0.2028797, 0.1764603
220, 11027.9, 0.4380559, 1.931175, 2.500165, 0.06605065, 0.004610369, 0.2019621, 0.1743473
221, 11077.8, 0.4338056, 1.207587, 1.67697, 0.03126368, 0.002785487, 0.2012872, 0.201935
222, 11127.7, 0.4450499, 1.606579, 2.543677, 0.1232714, 0.004176512, 0.1954772, 0.1786959
223, 11177.6, 0.435887, 0.9410151, 1.874885, 0.07924888, 0.003011643, 0.2100447, 0.1687187
224, 11227.5, 0.4432139, 0.6212519, 1.273491, 0.05341821, 0.0003973379, 0.20807, 0.1948251
225, 11277.4, 0.4400297, 1.115466, 2.435719, 0.08764642, 0.004687368, 0.2087474, 0.1473584
226, 11327.3, 0.4389876, 1.751131, 2.374787, 0.06108634, 0.00327287, 0.2031104, 0.1725848
227, 11377.2, 0.4328265, 1.312896, 2.987582, 0.1026351, 0.002837719, 0.2047919, 0.1300777
228, 11427.1, 0.4425312, 1.091684, 1.186924, 0.02785671, 0.001051664, 0.2072868, 0.205498
229, 11477, 0.4274703, 0.9812385, 1.936674, 0.05669084, 0.002135807, 0.2084977, 0.1806571
230, 11526.9, 0.4420682, 1.592855, 1.934663, 0.06716467, 0.002432241, 0.2069337, 0.1801609
231, 11576.8, 0.4402132, 1.299814, 2.165722, 0.0608575, 0.0061429, 0.1937478, 0.16432
232, 11626.7, 0.4409649, 1.084451, 1.946593, 0.07200249, 0.002819361, 0.2067751, 0.1824214
233, 11676.6, 0.438349, 1.224389, 2.183318, 0.07299782, 0.003157601, 0.2053978, 0.1698801
234, 11726.5, 0.448495, 1.557193, 2.803664, 0.09889404, 0.004653062, 0.2057404, 0.1351461
235, 11776.4, 0.4327374, 1.481229, 1.827282, 0.0892027, 0.00422054, 0.197354, 0.2022398
236, 11826.3, 0.4498539, 1.38774, 1.930712, 0.0492319, 0.002678514, 0.2041004, 0.1821501
237, 11876.2, 0.4358315, 1.383712, 2.62633, 0.1220919, 0.003953468, 0.2080486, 0.1280539
238, 11926.1, 0.4363487, 0.4460698, 1.201533, 0.06707733, 0.002165587, 0.2089708, 0.2082326
239, 11976, 0.4434921, 1.195126, 1.779698, 0.05386818, 0.003187593, 0.2063134, 0.1857751
240, 12025.9, 0.4429922, 1.046886, 1.831701, 0.0542216, 0.001888212, 0.2076635, 0.1841627
241, 12075.8, 0.4352778, 1.216196, 1.509292, 0.03507513, 0.003366964, 0.2005833, 0.1993293
242, 12125.7, 0.4410356, 1.374066, 2.327618, 0.08432108, 0.006698685, 0.1962033, 0.1743145
243, 12175.6, 0.4539815, 1.149144, 2.139752, 0.06414451, 0.002861454, 0.2013962, 0.169506
244, 12225.5, 0.4410407, 1.4251, 2.029104, 0.04462395, 0.006373365, 0.1949602, 0.1993894
245, 12275.4, 0.4459378, 0.7022096, 1.058265, 0.0114628, 0.002667919, 0.200514, 0.2020465
246, 12325.3, 0.4342892, 1.562976, 1.850835, 0.04148578, 0.004071163, 0.1999241, 0.1899834
247, 12375.2, 0.4482512, 1.580572, 2.053278, 0.03970959, 0.004366903, 0.2018221, 0.1981248
248, 12425.1, 0.4410021, 1.307936, 1.890324, 0.04444043, 0.003394522, 0.2014695, 0.193172
