Iteration, Time, Fitness, Final Distance, Final Speed, Final Angular Speed, Final Yaw, Final Pitch, Final Roll
197, 9880.2, 0.6960536, 0.06001268, 0.01032847, 0.0009592423, 0.004494771, 1.947225E-05, 8.258074E-05
198, 9930.1, 0.7424726, 0.03810234, 0.25161, 0.0006188209, 4.506352E-06, 7.96778E-07, -0.0001458793
199, 9980, 0.7349564, 0.007567467, 0.2359124, 0.0002363018, -1.449674E-06, 1.205252E-05, 0.000251723
200, 10029.9, 0.7057498, 0.03306221, 0.1918835, 0.005645392, 3.195843E-06, -2.668568E-05, -0.0003833007
201, 10079.8, 0.7003965, 0.05138334, 0.01758054, 0.01329503, -0.002187234, -0.005570689, 7.665488E-05
202, 10129.7, 0.703162, 0.04753661, 0.01102613, 0.00170662, 0.001805931, -1.104884E-05, 0.0002540033
203, 10179.6, 0.7456504, 0.02763168, 0.2815278, 0.001117921, 1.330822E-05, -6.114755E-05, -5.539081E-05
204, 10229.5, 0.7403272, 0.02293918, 0.286518, 0.00169043, -0.002680625, -6.703963E-05, -4.251154E-05
205, 10279.4, 0.6899866, 0.02466071, 0.007728259, 0.001852018, -0.0008490856, 4.719187E-05, -0.0002795862
206, 10329.3, 0.710763, 0.007225657, 0.005888281, 0.001667255, -1.09236E-07, -4.263376E-05, 0.001038473
207, 10379.2, 0.7707758, 0.02855578, 0.1383205, 0.0001889023, -0.0004503898, -1.100785E-05, 1.51062E-06
208, 10429.1, 0.7120949, 0.1623444, 0.3093988, 0.0003974144, -0.005465954, 2.322354E-05, -1.589872E-05
209, 10479, 0.7231471, 0.01519937, 0.008551423, 0.0001187548, 1.659465E-06, 2.148381E-05, -4.474242E-05
210, 10528.9, 0.6978698, 0.04579698, 0.01330747, 0.000373585, 5.067336E-07, 9.834106E-05, -0.0003823374
211, 10578.8, 0.7240091, 0.0347477, 0.2439014, 0.0001731867, 2.28395E-06, 2.16938E-05, -2.704916E-05
212, 10628.7, 0.7092569, 0.008124698, 0.01256736, 0.003107327, -7.525105E-07, 0.000188542, 0.000186612
213, 10678.6, 0.7205644, 0.07891053, 0.06903714, 0.0006769039, 0.001319486, 2.732717E-05, -8.125791E-05
214, 10728.5, 0.7307334, 0.006203103, 0.008064643, 0.0003980334, -1.35114E-07, 0.0001379502, 0.0001379862
215, 10778.4, 0.7442476, 0.0009786488, 0.001067151, 0.0004114331, 8.384744E-09, -0.0001377515, 5.01189E-06
216, 10828.3, 0.7483407, 0.00548139, 0.002742772, 0.0009559868, -7.907064E-08, -0.0003464495, 0.000311233
217, 10878.2, 0.7311657, 0.04213741, 0.003680145, 0.0008542472, -0.005907223, 4.571621E-05, -2.442155E-05
218, 10928.1, 0.7040977, 0.01189033, 0.01197495, 0.0004457074, -1.908633E-06, 0.0005942821, -0.0002675922
219, 10978, 0.7255549, 0.04434567, 0.2058726, 0.0007193293, -0.002208576, -1.306599E-05, -0.0001568835
220, 11027.9, 0.7131349, 0.06539728, 0.1953835, 0.0009793265, 0.004078457, 6.935437E-05, -2.433724E-05
221, 11077.8, 0.7198364, 0.003979312, 0.005723805, 0.001826308, 1.96393E-06, 0.0006389159, 3.76607E-06
222, 11127.7, 0.7344102, 0.02848653, 0.1947443, 0.0009980371, 3.109825E-06, -0.0005819204, -0.0001492449
223, 11177.6, 0.7304673, 0.00793257, 0.003343109, 0.0008600333, -0.001226499, -0.000188783, 0.0002950497
