Iteration, Time, Fitness, Final Distance, Final Speed, Final Angular Speed, Final Yaw, Final Pitch, Final Roll
209, 10456.44, 0.3081862, 0.1438288, 0.467089, 0.06812863, -0.01013481, -0.0129635, 0.005423869
210, 10506.34, 0.3027112, 0.152074, 0.4847255, 0.07042693, -0.006001484, 0.004356586, 0.00896778
211, 10556.24, 0.3058266, 0.1424945, 0.4903288, 0.05290418, 0.006052614, -0.01002075, 0.003336501
212, 10606.14, 0.3093944, 0.1294118, 0.4764127, 0.05855557, -0.006456518, -0.008086969, 0.006976177
213, 10656.04, 0.3065991, 0.1379746, 0.4765964, 0.06173636, -0.005830997, -0.002774287, -0.006704806
214, 10705.94, 0.3049626, 0.1425381, 0.4784839, 0.05674779, 0.003665537, -0.01978749, -0.001470067
215, 10755.84, 0.3105897, 0.07317232, 0.5097269, 0.03742772, -0.01678079, -0.005485314, -0.01625136
216, 10805.74, 0.3085978, 0.1301404, 0.4704094, 0.06456944, -0.004592652, -0.008954352, 0.01029698
217, 10855.64, 0.3055272, 0.144695, 0.4988501, 0.08852481, -0.003684625, -0.01948287, -0.007543162
218, 10905.54, 0.3069312, 0.1274457, 0.4819424, 0.06090546, 0.004628194, 0.006040751, -0.002410075
219, 10955.44, 0.3047183, 0.1324309, 0.4958141, 0.06149504, -0.001285392, 0.002686546, 0.006681919
220, 11005.34, 0.3062777, 0.1898085, 0.4637102, 0.0495078, 0.006983974, -0.005784521, 0.0219001
221, 11055.24, 0.3039544, 0.1582274, 0.472854, 0.0551319, 0.00662664, -0.002045498, -0.01010556
222, 11105.14, 0.3091184, 0.1213461, 0.4748127, 0.05720503, 0.002617837, -0.0001586895, -0.005366089
223, 11155.04, 0.3042184, 0.1322603, 0.4683666, 0.04300224, 0.003550907, -0.004649445, -0.002744434
224, 11204.94, 0.3060113, 0.1464656, 0.4769236, 0.0576145, -0.00505964, 0.008341634, -0.01078257
225, 11247.68, 0.3070318, 0.1188512, 0.4791836, 0.05138936, 0.02268919, -0.001465625, 0.0009868541
226, 11297.58, 0.3047063, 0.1270829, 0.4941137, 0.05109347, -0.009066327, 0.001979921, -0.008297496
227, 11347.48, 0.307131, 0.1105058, 0.4983014, 0.04353741, -0.00778956, 0.01536623, -0.004775783
228, 11397.38, 0.3064987, 0.1527351, 0.4678465, 0.05808237, -0.001584211, 0.0006260234, -0.006904747
229, 11447.28, 0.3043953, 0.2251214, 0.4691345, 0.0650368, -0.0008169627, -0.0030968, -0.01781542
230, 11497.18, 0.3084213, 0.134888, 0.4740015, 0.04930414, -0.0006397902, 0.003291817, 0.001467576
231, 11547.08, 0.3092109, 0.1198237, 0.4773842, 0.04702686, -0.001215805, 0.01021744, -0.02246144
232, 11596.98, 0.3105036, 0.1182443, 0.4742107, 0.04727242, 0.006536575, 0.01317922, 0.00425006
233, 11646.88, 0.3111699, 0.1087456, 0.479235, 0.05153182, 0.005273897, -0.0109879, 0.01089104
234, 11696.78, 0.3074507, 0.1800044, 0.466326, 0.05488404, -0.008964943, 0.01226346, 0.009809981
235, 11746.68, 0.3067947, 0.1584281, 0.4697363, 0.05379627, -0.001792861, -0.01186982, -0.005314974
236, 11796.58, 0.3092558, 0.1276906, 0.4737544, 0.05443107, 0.002057181, 0.0003241766, 0.009178616
237, 11846.48, 0.3160763, 0.1068206, 0.4675825, 0.05559166, -0.004824669, -0.00510137, 0.01139417
238, 11896.38, 0.3094315, 0.1336979, 0.4681128, 0.06257854, -0.01471631, -0.004298706, 0.01805496
239, 11946.28, 0.3146147, 0.0875392, 0.4783433, 0.04996498, 0.01332656, 0.01270868, 0.0006828799
240, 11996.18, 0.3064852, 0.1360631, 0.4775775, 0.05466244, -0.001537543, -0.01154015, 0.01703684
241, 12046.08, 0.3081061, 0.1830724, 0.4583353, 0.05819193, -0.0004567687, -0.0104, -0.02187622
242, 12095.98, 0.3092514, 0.1200104, 0.4828632, 0.05443402, 0.008643715, 0.0004227306, -0.003873369
